project_id,project_type,region,date,section,ref,description,unit,quantity,rate,category,amount
P003-LV,LV Reinforcement,Dublin,2026-03-25,Cabling & Terminations,,Straight joint to MV cable,nr,2.0,1996.18,Cabling & Terminations,3992.36
P003-LV,LV Reinforcement,Dublin,2026-03-25,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,780.99,Traffic Management,780.99
P003-LV,LV Reinforcement,Dublin,2026-03-25,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,31.17,169.69,Ducting & Cable Protection,5289.24
P003-LV,LV Reinforcement,Dublin,2026-03-25,Road Reinstatement & Surfacing,,Supply and lay 30mm AC10 surface course,m2,85.3,25.68,Road Reinstatement & Surfacing,2190.5
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site,item,1.0,2640.13,Preliminaries & Site Setup,2640.13
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,2.0,535.28,Excavation & Earthworks,1070.56
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,S&I DRAW ROPE TO EXISTING DUCT,m,649.76,1.81,Ducting & Cable Protection,1176.07
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,21.52,31.48,Excavation & Earthworks,677.45
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,1.0,2748.86,Concrete & Structures,2748.86
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,Straight joint to MV cable,nr,2.0,1362.0,Cabling & Terminations,2724.0
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Supply and fix A252 mesh reinforcement,m2,45.33,10.66,Concrete & Structures,483.22
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Landscaping & Site Finishes,,SUPPLY AND PLACE TOPSOIL AND SEED TO VERGES,m2,1795.58,4.85,Landscaping & Site Finishes,8708.56
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Landscaping & Site Finishes,,Site clearance inc. removal of vegetation and debris,m2,349.39,3.62,Landscaping & Site Finishes,1264.79
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Blockwork wall 215mm including fair face and capping,m2,20.46,90.78,Concrete & Structures,1857.36
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,Pull in LV service cable 95mm2 to dwelling inc. duct entry,m,167.7,22.13,Cabling & Terminations,3711.2
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Landscaping & Site Finishes,,Supply and place topsoil and seed to verges,m2,84.69,12.51,Landscaping & Site Finishes,1059.47
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,"INSURANCES, BONDS AND STATUTORY NOTICES",item,1.0,3091.3,Preliminaries & Site Setup,3091.3
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,49.15,3.88,Ducting & Cable Protection,190.7
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,Fusion splice fibre optic cable including tray and closure,nr,30.0,35.72,Cabling & Terminations,1071.6
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,169.84,34.74,Excavation & Earthworks,5900.24
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Landscaping & Site Finishes,,Supply and place topsoil and seed to verges,m2,95.81,8.84,Landscaping & Site Finishes,846.96
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,3.0,766.05,Preliminaries & Site Setup,2298.15
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,Supply and install 400kVA ground mounted transformer,nr,1.0,9989.58,Plant & Equipment Supply,9989.58
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1105.16,Professional Services & Surveys,1105.16
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply and lay 4no. 110mm HDPE duct in prepared trench inc. bedding,m,31.36,41.93,Ducting & Cable Protection,1314.92
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site,item,1.0,2861.89,Preliminaries & Site Setup,2861.89
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Preparation of as-built drawings and safety file (as drawing),item,1.0,1167.35,Professional Services & Surveys,1167.35
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Topographical survey and setting out of works,day,6.0,844.02,Professional Services & Surveys,5064.12
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,Fusion splice fibre optic cable including tray and closure,nr,27.0,31.62,Cabling & Terminations,853.74
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,8.65,116.36,Excavation & Earthworks,1006.51
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,SITE SUPERVISION - SITE AGENT,week,4.0,1856.87,Preliminaries & Site Setup,7427.48
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,SUPPLY AND PULL IN 95MM2 3 CORE XLPE MV CABLE INCLUDING ALL FIXINGS,m,63.26,24.52,Cabling & Terminations,1551.14
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply & install draw rope to existing duct,m,758.77,1.53,Ducting & Cable Protection,1160.92
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,10.0,421.42,Professional Services & Surveys,4214.2
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Topographical survey and setting out of works (as drawing),day,4.0,480.89,Professional Services & Surveys,1923.56
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,2.0,3220.62,Concrete & Structures,6441.24
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,1096.32,1.17,Ducting & Cable Protection,1282.69
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,17.38,44.03,Excavation & Earthworks,765.24
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,Supply and install feeder pillar including connections,nr,2.0,2248.31,Plant & Equipment Supply,4496.62
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply and lay 160mm dia twinwall duct including draw rope,m,239.55,21.99,Ducting & Cable Protection,5267.7
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,77.11,38.28,Preliminaries & Site Setup,2951.77
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Supply and fix A393 mesh reinforcement,m2,162.94,13.65,Concrete & Structures,2224.13
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Supply and place C25/30 concrete to foundations,m3,22.81,133.35,Concrete & Structures,3041.71
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,305.7,5.06,Cabling & Terminations,1546.84
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,13.29,163.5,Ducting & Cable Protection,2172.92
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,418.44,30.04,Excavation & Earthworks,12569.94
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,600.76,2.2,Ducting & Cable Protection,1321.67
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,18.76,94.2,Ducting & Cable Protection,1767.19
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Excavate trench 600mm wide x 1.0m deep in soft ground c/w support and backfill,m,999.91,22.13,Excavation & Earthworks,22128.01
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,558.69,33.95,Preliminaries & Site Setup,18967.53
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,13.87,39.8,Excavation & Earthworks,552.03
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Supply & fix A142 mesh reinforcement,m2,32.27,10.93,Concrete & Structures,352.71
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Excavate trench 900mm wide x 1.5m deep in soft ground including support and backfill,m,45.14,52.78,Excavation & Earthworks,2382.49
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,223.52,41.27,Excavation & Earthworks,9224.67
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Supply and fix A142 mesh reinforcement,m2,139.32,10.21,Concrete & Structures,1422.46
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,S&I feeder pillar including connections,nr,3.0,1422.2,Plant & Equipment Supply,4266.6
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Landscaping & Site Finishes,,Supply and erect post and rail fencing to boundary,m,58.06,43.94,Landscaping & Site Finishes,2551.16
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,5109.16,Preliminaries & Site Setup,5109.16
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,172.79,38.51,Excavation & Earthworks,6654.14
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,Supply and erect 10m public lighting column with LED lantern,nr,3.0,2254.07,Plant & Equipment Supply,6762.21
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Topographical survey and setting out of works,day,1.0,703.88,Professional Services & Surveys,703.88
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1062.54,Professional Services & Surveys,1062.54
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,Supply & install 400kVA ground mounted transformer,nr,1.0,15811.08,Plant & Equipment Supply,15811.08
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,9.93,124.43,Excavation & Earthworks,1235.59
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,S&I 630KVA GROUND MOUNTED TRANSFORMER,nr,1.0,15573.48,Plant & Equipment Supply,15573.48
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,389.32,3.45,Ducting & Cable Protection,1343.15
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,967.98,Professional Services & Surveys,967.98
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,Supply and install feeder pillar incl. connections,nr,1.0,1757.88,Plant & Equipment Supply,1757.88
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Cabling & Terminations,,SUPPLY AND PULL IN 300MM2 3 CORE XLPE MV CABLE INCLUDING ALL FIXINGS,m,62.31,78.7,Cabling & Terminations,4903.8
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,1.0,3733.63,Concrete & Structures,3733.63
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Excavate trench in existing carriageway including saw cutting and breaking out,m,358.18,43.19,Excavation & Earthworks,15469.79
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,SUPPLY AND INSTALL FEEDER PILLAR INCLUDING CONNECTIONS,nr,1.0,2360.57,Plant & Equipment Supply,2360.57
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Landscaping & Site Finishes,,Site clearance including removal of vegetation and debris (as drawing),m2,271.73,5.34,Landscaping & Site Finishes,1451.04
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Preliminaries & Site Setup,,Site supervision - ganger,week,5.0,1239.98,Preliminaries & Site Setup,6199.9
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,TRENCH SUPPORT TO DEEP EXCAVATION USING PROPRIETARY SHORING,m,19.49,32.09,Excavation & Earthworks,625.43
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,EXCAVATE TRENCH IN EXISTING CARRIAGEWAY INCLUDING SAW CUTTING AND BREAKING OUT,m,101.9,33.23,Excavation & Earthworks,3386.14
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Plant & Equipment Supply,,Supply and install 315kVA ground mounted transformer,nr,1.0,13133.11,Plant & Equipment Supply,13133.11
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,143.62,51.02,Excavation & Earthworks,7327.49
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Excavate trench 750mm wide x 1.2m deep in soft ground c/w support and backfill,m,225.0,36.54,Excavation & Earthworks,8221.5
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,2.0,728.31,Excavation & Earthworks,1456.62
P004-SUBSTATION,Substation Civils,Connacht,2024-11-17,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,620.34,19.78,Excavation & Earthworks,12270.33
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1024.92,Traffic Management,1024.92
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1486.94,Professional Services & Surveys,1486.94
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Excavation & Earthworks,,Excavate trench in existing carriageway inc. saw cutting and breaking out (as drawing),m,47.44,44.53,Excavation & Earthworks,2112.5
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Traffic Management,,Provision of traffic management incl. stop/go operatives and signage,week,11.0,1726.56,Traffic Management,18992.16
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Testing & Commissioning,,Insulation resistance and continuity testing of installed cable,nr,4.0,376.67,Testing & Commissioning,1506.68
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Excavation & Earthworks,,Excavation in rock inc. breaking and removal,m3,44.65,127.98,Excavation & Earthworks,5714.31
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,2.0,1040.18,Excavation & Earthworks,2080.36
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Road Reinstatement & Surfacing,,Supply and lay 40mm SMA surface course,m2,229.12,27.88,Road Reinstatement & Surfacing,6387.87
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Drainage,,Supply and install road gully including connection to sewer,nr,6.0,551.35,Drainage,3308.1
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Traffic Management,,Provision of traffic management for footpath closure and pedestrian diversion,week,3.0,963.48,Traffic Management,2890.44
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Drainage,,CCTV survey of completed drainage including report,m,443.13,3.73,Drainage,1652.87
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Road Reinstatement & Surfacing,,Supply and lay precast concrete kerbing including haunching,m,33.87,46.27,Road Reinstatement & Surfacing,1567.16
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,137.85,10.72,Road Reinstatement & Surfacing,1477.75
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Drainage,,Supply & lay 225mm dia uPVC sewer pipe c/w bedding and surround (as drawing),m,204.32,57.87,Drainage,11824.0
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Road Reinstatement & Surfacing,,Supply & lay precast concrete kerbing including haunching,m,57.65,82.11,Road Reinstatement & Surfacing,4733.64
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Drainage,,SUPPLY AND LAY 450MM DIAMETER UPVC SEWER PIPE INCLUDING BEDDING AND SURROUND,m,111.93,203.75,Drainage,22805.74
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,96.09,56.13,Excavation & Earthworks,5393.53
P005-FOUL,Foul Drainage Upgrade,Ulster,2026-05-17,Excavation & Earthworks,,DEWATERING OF EXCAVATIONS C/W PUMPS AND SETTLEMENT TANK,week,3.0,844.51,Excavation & Earthworks,2533.53
